id,bank_uuid,protocol_action,protocol_bean_name,consent_supported
10226,7277947a-5067-44a1-adfa-d026a856b791,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10227,7277947a-5067-44a1-adfa-d026a856b791,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10228,8faea9c3-6050-4baa-a9e2-e693849080af,LIST_ACCOUNTS,xs2aListAccounts,true
10229,8faea9c3-6050-4baa-a9e2-e693849080af,LIST_TRANSACTIONS,xs2aListTransactions,true
10230,8faea9c3-6050-4baa-a9e2-e693849080af,AUTHORIZATION,,true
10231,8faea9c3-6050-4baa-a9e2-e693849080af,SINGLE_PAYMENT,xs2aInitiateSinglePayment,true
10232,8faea9c3-6050-4baa-a9e2-e693849080af,GET_PAYMENT_INFORMATION,xs2aGetPaymentInfoState,true
10233,8faea9c3-6050-4baa-a9e2-e693849080af,GET_PAYMENT_STATUS,xs2aGetPaymentStatusState,true
10234,bdaed7b9-d1f8-4c8a-b60b-7086831f0b57,LIST_ACCOUNTS,hbciListAccounts,false
10235,bdaed7b9-d1f8-4c8a-b60b-7086831f0b57,LIST_TRANSACTIONS,hbciListTransactions,false
10236,bdaed7b9-d1f8-4c8a-b60b-7086831f0b57,AUTHORIZATION,,false
10237,bdaed7b9-d1f8-4c8a-b60b-7086831f0b57,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10238,bdaed7b9-d1f8-4c8a-b60b-7086831f0b57,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10239,bdaed7b9-d1f8-4c8a-b60b-7086831f0b57,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10240,37aff58e-fdfb-473e-ba73-552ef44ca13f,LIST_ACCOUNTS,xs2aListAccounts,true
10241,37aff58e-fdfb-473e-ba73-552ef44ca13f,LIST_TRANSACTIONS,xs2aListTransactions,true
10242,37aff58e-fdfb-473e-ba73-552ef44ca13f,AUTHORIZATION,,true
