uuid,name,bic,url,adapter_id,bank_code,idp_url,aspsp_sca_approaches
f65581fe-bbdb-44d7-a0f1-d15d562674d4,Commerzbank vormals Dresdner Bank,DRESDEFF550,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55080065,https://psd2.api.commerzbank.com/berlingroup,
2973ca10-58d5-44a9-a24d-2a30e55be691,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 1,DRESDEFFJ20,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55080085,https://psd2.api.commerzbank.com/berlingroup,
f4e3deb8-d88a-49eb-8e63-ae74ad338179,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 2,DRESDEFFJ21,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55080086,https://psd2.api.commerzbank.com/berlingroup,
635ec15b-705f-4b63-be4a-3ca5ff3064e1,Commerzbank TF MZ 2,DRESDEFF555,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55080088,https://psd2.api.commerzbank.com/berlingroup,
ef487920-fcfb-41b5-abb8-e244286ed3d4,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,55340041,https://psd2.api.commerzbank.com/berlingroup,
f99bc9d6-3dcc-4816-b4bb-f64f1e0de184,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,56240050,https://psd2.api.commerzbank.com/berlingroup,
d25fa577-1f84-423d-bf4f-fe5217086615,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,57040044,https://psd2.api.commerzbank.com/berlingroup,
15ee01b0-ef65-4b8e-9269-d85606bab048,Commerzbank vormals Dresdner Bank,DRESDEFF570,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,57080070,https://psd2.api.commerzbank.com/berlingroup,
d42cf3ee-5b68-4400-8113-e769f92d998e,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,58540035,https://psd2.api.commerzbank.com/berlingroup,
26a47c67-fba1-4eea-893e-ce3be2b9d16a,Commerzbank vormals Dresdner Bank,DRESDEFF585,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,58580074,https://psd2.api.commerzbank.com/berlingroup,
0e679d44-80b5-45cf-aa4c-f1d60b000976,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,59040000,https://psd2.api.commerzbank.com/berlingroup,
e4f89d5e-2584-4678-b07a-2bab699a217f,Commerzbank vormals Dresdner Bank,DRESDEFF590,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,59080090,https://psd2.api.commerzbank.com/berlingroup,
fc7d8b5d-6c2f-43d9-8404-a27ac52981b8,Commerzbank CC,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60040060,https://psd2.api.commerzbank.com/berlingroup,
403a178d-a282-44c8-b00a-3c4f672d6434,Commerzbank CC,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60040061,https://psd2.api.commerzbank.com/berlingroup,
afd564ec-1681-4466-a496-ff2ca892584f,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60040071,https://psd2.api.commerzbank.com/berlingroup,
39b513ef-9767-408e-be57-ff2c264a1e10,Commerzbank Filiale Stuttgart 2,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60040075,https://psd2.api.commerzbank.com/berlingroup,
e5ab555c-954f-4a2e-bf4c-8fb8318894ec,Commerzbank vormals Dresdner Bank,DRESDEFF600,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080000,https://psd2.api.commerzbank.com/berlingroup,
77d5437f-be4d-47b2-8e88-16b059be506c,Commerzbank vormals Dresdner Bank Zw 55,DRESDEFF608,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080055,https://psd2.api.commerzbank.com/berlingroup,
ca7d3b5e-da96-4f24-a976-c6ebb71aee9e,Commerzbank vormals Dresdner Bank Gf Zw 57,DRESDEFF609,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080057,https://psd2.api.commerzbank.com/berlingroup,
7609da00-901f-4e16-906b-67718cd3bffd,Commerzbank vormals Dresdner Bank ITGK 2,DRESDEFFI50,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080085,https://psd2.api.commerzbank.com/berlingroup,
0c9d5b22-1d94-4b90-a7c2-58b9d74cf05d,Commerzbank vormals Dresdner Bank Gf PCC-ITGK 3,DRESDEFFI54,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080086,https://psd2.api.commerzbank.com/berlingroup,
